pair_id,resume_id,job_id,resume_text,job_description,label,category
d2f60d31,R010,J010,"Junior Cloud Engineer with 1.5 years of experience on AWS. Familiar with EC2, S3, RDS, and IAM. Deployed containerised applications using Docker and ECS. Assisted in Terraform configurations for infrastructure provisioning. Completed AWS Cloud Practitioner certification. Basic knowledge of Python and Bash scripting for cloud automation.","Cloud Engineer opening for junior candidate. Must have: AWS fundamentals knowledge, Docker and containerisation experience, exposure to Terraform, AWS certification preferred. Python or Bash scripting beneficial.",1,Cloud Computing
c013ec49,R017,J028,"QA Engineer with 4 years of experience in manual and automated testing. Proficient in Selenium WebDriver, Cypress, and Playwright for UI automation. Experienced in API testing with Postman and RestAssured. Familiar with performance testing using JMeter. Writes test plans, test cases, and bug reports. Experience with pytest and JUnit for backend unit testing. ISTQB certified.","Financial Analyst. Requirements: financial modelling experience, advanced Excel, Python for financial analysis preferred, CFA progress beneficial, strong analytical and communication skills, experience with management accounts.",0,Quality Assurance
6abb5f3e,R026,J034,"Digital Marketing Manager with 5 years of experience in SEO, SEM, and content marketing. Proficient in Google Analytics, Google Ads, and Meta Ads Manager. Managed marketing budgets of $500k+. Experience with email marketing platforms (Mailchimp, HubSpot) and CRM systems (Salesforce). Strong data analysis skills for campaign performance optimisation. Background in copywriting and brand management.","Corporate Lawyer. Requirements: 5+ years corporate law experience, bar admission required, M&A and contract negotiation experience, GDPR familiarity, strong drafting skills, legal research proficiency.",0,Marketing
c9c81f0e,R013,J014,"Frontend Developer with 4 years of experience building responsive web applications. Expert in React, TypeScript, and Next.js. Proficient in CSS/Sass, Tailwind CSS, and design systems. Implemented accessibility (WCAG 2.1) and performance optimisations achieving 95+ Lighthouse scores. Familiar with GraphQL and REST API integration. Experience with testing using Jest and Cypress. Collaborated closely with UX designers.","Frontend Developer role. Must have HTML, CSS, JavaScript experience. React or Vue.js preferred. Experience with modern build tools (Webpack, Vite). Figma design handoff experience useful. Agile team experience expected.",1,Frontend Development
57738381,R005,J005,"DevOps Engineer with 5 years of experience automating infrastructure and CI/CD pipelines. Expert in Docker, Kubernetes, Terraform, and Ansible. Managed cloud infrastructure on AWS and GCP including EC2, S3, EKS, and CloudFormation. Implemented monitoring with Prometheus and Grafana. Reduced deployment times by 60% through pipeline automation. Experienced in Linux system administration and shell scripting.","DevOps Engineer required with strong Docker, Kubernetes, and Terraform skills. Must have 4+ years experience with AWS or GCP infrastructure management. CI/CD pipeline design experience essential. Monitoring with Prometheus/Grafana a plus. Linux administration skills required. Python or Bash scripting needed.",1,DevOps
5ac051cf,R007,J008,"Cybersecurity Analyst with 4 years of experience in threat detection, vulnerability assessment, and incident response. Certified CompTIA Security+ and CEH. Proficient in SIEM tools including Splunk and IBM QRadar. Conducted penetration testing using Metasploit and Burp Suite. Performed network traffic analysis with Wireshark. Familiar with NIST and ISO 27001 frameworks. Experience with firewall configuration (Palo Alto, Cisco).","Network Security Engineer needed. Must have: firewall management experience, IDS/IPS knowledge, VPN configuration skills, CISSP or equivalent, zero-trust architecture experience, and security audit experience. Python scripting for security automation preferred.",1,Cybersecurity
c47ead8f,R006,J029,"Site Reliability Engineer with 3 years of experience maintaining high-availability systems. Skilled in Kubernetes orchestration, Helm charts, and Istio service mesh. Implemented alerting and on-call rotation using PagerDuty. Experienced with log aggregation using ELK Stack. Wrote runbooks for incident response. Strong background in Python scripting and Bash automation.","Accounts Payable Specialist. Must have: invoice processing experience, SAP or QuickBooks proficiency, vendor management, month-end close experience. Good attention to detail and basic Excel skills required.",0,DevOps
2148bdc1,R002,J002,"Full-stack developer with 4 years of experience building web applications using React, TypeScript, and Python Flask. Familiar with REST API design, OAuth2 authentication, and Redis caching. Worked in Agile/Scrum teams using Jira. Deployed applications on Heroku and AWS EC2. Strong problem-solving skills and unit testing experience with pytest.","Full-stack Developer position. Must have 3+ years of experience with React, TypeScript, and a Python or Node.js backend framework. REST API design experience required. Agile team experience essential. Exposure to cloud platforms (AWS/GCP) is a plus. Strong testing skills expected.",1,Software Engineering
76e0a5b8,R009,J010,"Cloud Solutions Architect with 7 years of experience on AWS and Azure. AWS Certified Solutions Architect Professional. Designed multi-region, fault-tolerant architectures handling 10M+ requests/day. Proficient in serverless computing (Lambda, Azure Functions), containerisation (ECS, EKS), and infrastructure-as-code (Terraform, CloudFormation). Led cloud migration projects moving on-premise workloads to AWS.","Cloud Engineer opening for junior candidate. Must have: AWS fundamentals knowledge, Docker and containerisation experience, exposure to Terraform, AWS certification preferred. Python or Bash scripting beneficial.",1,Cloud Computing
a456bf59,R020,J019,"Data Engineer with 4 years of experience building ETL pipelines and data warehouses. Proficient in Apache Spark, Airflow, dbt, and Snowflake. Designed data models for analytics use cases. Experienced in streaming data with Apache Kafka. Familiar with AWS Glue, Redshift, and BigQuery. Strong SQL skills and experience with Python for data pipeline development.","Database Administrator needed with 4+ years experience. Required: PostgreSQL or Oracle expertise, query optimisation, backup and recovery, replication management. MongoDB experience a plus. Python or PL/SQL scripting needed.",1,Database Administration
e82a5c82,R014,J022,"UI Developer with 2 years of experience in Vue.js and Angular. Proficient in HTML, CSS, JavaScript, and Bootstrap. Built interactive dashboards consuming REST APIs. Familiar with Webpack and Vite build tools. Experience with Figma for design handoff and basic UI/UX principles. Worked in cross-functional Agile teams.","Project Coordinator. Must have Agile/Scrum familiarity, Jira experience, strong communication skills. Entry to mid-level role. Business administration background acceptable.",0,Frontend Development
8ff233b6,R004,J003,"Junior Data Analyst with 2 years of experience in data wrangling and visualisation. Proficient in Python, pandas, NumPy, and Matplotlib. Created dashboards in Power BI and Tableau. Performed A/B testing and statistical hypothesis testing. Familiar with basic machine learning concepts including linear regression and decision trees. Experience with SQL queries on large relational databases.","Data Scientist needed with 3+ years of experience in machine learning. Required: Python, scikit-learn, PyTorch or TensorFlow, NLP experience, strong understanding of model evaluation metrics (F1, ROC-AUC, precision, recall), SQL proficiency. PhD or relevant research experience preferred.",1,Data Science
c20ce52a,R039,J039,"Customer Support Representative with 2 years of experience resolving customer inquiries via phone, email, and chat. Proficient in Zendesk and Freshdesk. Average ticket resolution time of 4 hours. Experience with returns, billing, and technical troubleshooting. Strong empathy and communication skills.","Customer Support Representative. Must have: customer service experience, Zendesk or helpdesk tool proficiency, troubleshooting skills, good written and verbal communication. Phone and chat support experience.",1,Customer Support
9d2bbaec,R024,J016,"Systems Analyst with 3 years of experience analysing existing systems and recommending improvements. Skilled in stakeholder interviews, workflow documentation, and functional specification writing. Familiar with ERP systems (SAP, Oracle). Experience in data modelling and basic SQL reporting.","Flutter Developer opening. Requires: Dart and Flutter proficiency, cross-platform mobile app experience, state management knowledge (Bloc or Riverpod), Firebase integration experience, payment gateway integration a plus.",0,Business Analysis
62dcb35a,R016,J022,"Flutter Developer with 2 years of experience building cross-platform mobile apps. Proficient in Dart and the Flutter framework. Built e-commerce and fintech apps deployed to both iOS and Android. Familiar with state management using Riverpod and Bloc. Experience integrating payment gateways (Stripe, PayPal) and Firebase services.","Project Coordinator. Must have Agile/Scrum familiarity, Jira experience, strong communication skills. Entry to mid-level role. Business administration background acceptable.",0,Mobile Development
e4ff6f86,R028,J029,"Financial Analyst with 4 years of experience in financial modelling, forecasting, and variance analysis. Proficient in Excel (advanced), Python for financial data analysis, and Bloomberg Terminal. Experience preparing management accounts, P&L analysis, and board presentations. CFA Level 2 candidate. Familiar with SQL for data extraction and Power BI for dashboards.","Accounts Payable Specialist. Must have: invoice processing experience, SAP or QuickBooks proficiency, vendor management, month-end close experience. Good attention to detail and basic Excel skills required.",1,Finance
02ffb0c6,R026,J027,"Digital Marketing Manager with 5 years of experience in SEO, SEM, and content marketing. Proficient in Google Analytics, Google Ads, and Meta Ads Manager. Managed marketing budgets of $500k+. Experience with email marketing platforms (Mailchimp, HubSpot) and CRM systems (Salesforce). Strong data analysis skills for campaign performance optimisation. Background in copywriting and brand management.","Social Media Coordinator. Must have: social media management experience, content creation skills, scheduling tool proficiency (Hootsuite or Buffer), basic analytics knowledge. Canva or design tool familiarity helpful.",1,Marketing
4d14ba31,R031,J001,"Recruiter with 3 years of experience in full-cycle recruitment for technology roles. Skilled in LinkedIn Recruiter, Boolean searching, and candidate pipeline management. Experience conducting structured interviews and assessment centre facilitation. Familiar with ATS platforms (Lever, Greenhouse). Background in employer branding.","We are looking for a Senior Software Engineer to join our backend team. Requirements: 5+ years Python and FastAPI experience, strong knowledge of Docker and Kubernetes, experience with MongoDB or PostgreSQL, familiarity with AWS cloud services, CI/CD pipeline experience, and excellent communication skills. Nice to have: React or Vue.js experience, microservices architecture knowledge.",0,Human Resources
079c77c5,R024,J023,"Systems Analyst with 3 years of experience analysing existing systems and recommending improvements. Skilled in stakeholder interviews, workflow documentation, and functional specification writing. Familiar with ERP systems (SAP, Oracle). Experience in data modelling and basic SQL reporting.","Business Analyst needed. Required: requirements gathering, process mapping, UML or BPMN knowledge, user story writing, Agile team experience, SQL for data analysis. Banking or insurance domain experience preferred.",1,Business Analysis
e412ab66,R003,J002,"Data Scientist with 5 years of experience in machine learning and statistical modelling. Skilled in Python, scikit-learn, PyTorch, and TensorFlow. Developed NLP models for text classification and sentiment analysis. Experienced in data preprocessing, feature engineering, and model evaluation using precision, recall, F1, and ROC-AUC. Published research on transformer-based text models. Familiar with SQL and Spark.","Full-stack Developer position. Must have 3+ years of experience with React, TypeScript, and a Python or Node.js backend framework. REST API design experience required. Agile team experience essential. Exposure to cloud platforms (AWS/GCP) is a plus. Strong testing skills expected.",0,Data Science
22ac3e7d,R032,J032,"UX/UI Designer with 5 years of experience designing digital products. Proficient in Figma, Sketch, and Adobe XD. Conducted user research, usability testing, and journey mapping. Designed responsive interfaces for web and mobile applications. Experience creating design systems and component libraries. Familiar with basic HTML/CSS for developer handoff. Strong understanding of accessibility standards.","Senior UX/UI Designer needed. Requirements: Figma proficiency, user research and usability testing experience, responsive design skills, design system experience, accessibility knowledge, portfolio demonstrating end-to-end design process.",1,Design
ec7fab5f,R037,J022,Inside Sales Representative with 2 years of experience in lead generation and outbound calling. Proficient in Salesforce and ZoomInfo. Experience with cold email campaigns and pipeline management. Met or exceeded monthly activity KPIs. Background in customer service and retail sales.,"Project Coordinator. Must have Agile/Scrum familiarity, Jira experience, strong communication skills. Entry to mid-level role. Business administration background acceptable.",0,Sales
357493e5,R002,J020,"Full-stack developer with 4 years of experience building web applications using React, TypeScript, and Python Flask. Familiar with REST API design, OAuth2 authentication, and Redis caching. Worked in Agile/Scrum teams using Jira. Deployed applications on Heroku and AWS EC2. Strong problem-solving skills and unit testing experience with pytest.","Data Engineer position. Must have: Spark, Airflow, and SQL expertise, data warehouse experience (Snowflake, Redshift, or BigQuery), ETL/ELT pipeline design, Kafka or streaming data experience. Python required.",0,Software Engineering
de867d0a,R038,J022,"Customer Success Manager with 4 years of experience managing B2B SaaS accounts. Skilled in onboarding, product adoption, and renewal management. Proficient in Zendesk, Salesforce, and Gainsight. Maintained 95% customer retention rate. Strong communication and problem-solving skills. Experience with NPS surveys and churn analysis.","Project Coordinator. Must have Agile/Scrum familiarity, Jira experience, strong communication skills. Entry to mid-level role. Business administration background acceptable.",0,Customer Support
a5c7d366,R021,J022,"Project Manager with 8 years of experience leading software development projects. PMP and Scrum Master certified. Managed cross-functional teams of 15+ members. Proficient in project planning, risk management, stakeholder communication, and budget management. Experienced with Jira, Confluence, and MS Project. Strong background in Agile and Waterfall methodologies. Delivered projects on time and within budget in financial and healthcare domains.","Project Coordinator. Must have Agile/Scrum familiarity, Jira experience, strong communication skills. Entry to mid-level role. Business administration background acceptable.",1,Project Management
de254d4a,R030,J031,"HR Business Partner with 6 years of experience supporting talent acquisition, employee relations, and HR strategy. Proficient in applicant tracking systems (Workday, Greenhouse). Experience in competency-based interviewing, performance management, and learning & development. Familiar with employment law and HR compliance. Strong communication and coaching skills.","Technical Recruiter position. Must have: full-cycle recruitment experience, LinkedIn Recruiter proficiency, structured interviewing skills, ATS experience (Greenhouse or Lever), technology role recruiting background.",1,Human Resources
7bd65992,R025,J025,Health Informatics Specialist with 4 years of experience implementing electronic health record (EHR) systems. Familiar with HL7 FHIR standards and HIPAA compliance. Experience with Epic and Cerner EHR platforms. Background in clinical data management and healthcare analytics. Proficient in Python for health data processing and SQL for clinical database queries.,"Health Informatics Specialist required. Must have: EHR implementation experience, HL7 FHIR knowledge, HIPAA compliance familiarity, clinical data management, Python for data processing. Epic or Cerner experience strongly preferred.",1,Healthcare IT
e0b9e8fd,R023,J032,"Business Analyst with 5 years of experience translating business requirements into technical specifications. Proficient in requirements gathering, process mapping, and gap analysis. Familiar with UML, BPMN, and user story writing. Experience working with development teams in Agile environments. Strong SQL skills for data analysis. Delivered solutions in banking and insurance domains.","Senior UX/UI Designer needed. Requirements: Figma proficiency, user research and usability testing experience, responsive design skills, design system experience, accessibility knowledge, portfolio demonstrating end-to-end design process.",0,Business Analysis
4725623e,R030,J030,"HR Business Partner with 6 years of experience supporting talent acquisition, employee relations, and HR strategy. Proficient in applicant tracking systems (Workday, Greenhouse). Experience in competency-based interviewing, performance management, and learning & development. Familiar with employment law and HR compliance. Strong communication and coaching skills.","HR Business Partner. Requirements: 5+ years HR generalist experience, talent acquisition knowledge, employee relations experience, performance management, HR compliance, ATS proficiency (Workday preferred). Strong coaching and communication skills required.",1,Human Resources
4f9a8fa0,R039,J038,"Customer Support Representative with 2 years of experience resolving customer inquiries via phone, email, and chat. Proficient in Zendesk and Freshdesk. Average ticket resolution time of 4 hours. Experience with returns, billing, and technical troubleshooting. Strong empathy and communication skills.","Customer Success Manager. Requirements: 3+ years in SaaS customer success, Gainsight or similar CSP experience, renewal management, strong account management and retention skills, data-driven approach to customer health.",1,Customer Support
bd63c4e5,R017,J017,"QA Engineer with 4 years of experience in manual and automated testing. Proficient in Selenium WebDriver, Cypress, and Playwright for UI automation. Experienced in API testing with Postman and RestAssured. Familiar with performance testing using JMeter. Writes test plans, test cases, and bug reports. Experience with pytest and JUnit for backend unit testing. ISTQB certified.","QA Engineer. Requirements: automated testing experience with Selenium or Cypress, API testing proficiency, performance testing familiarity, test plan and test case writing skills, ISTQB certification preferred.",1,Quality Assurance
900b958e,R033,J019,"Graphic Designer with 4 years of experience in brand identity and print design. Proficient in Adobe Illustrator, Photoshop, and InDesign. Created visual assets for marketing campaigns, social media, and packaging. Strong typography and colour theory knowledge. Some experience with motion graphics using After Effects.","Database Administrator needed with 4+ years experience. Required: PostgreSQL or Oracle expertise, query optimisation, backup and recovery, replication management. MongoDB experience a plus. Python or PL/SQL scripting needed.",0,Design
ea517a88,R031,J030,"Recruiter with 3 years of experience in full-cycle recruitment for technology roles. Skilled in LinkedIn Recruiter, Boolean searching, and candidate pipeline management. Experience conducting structured interviews and assessment centre facilitation. Familiar with ATS platforms (Lever, Greenhouse). Background in employer branding.","HR Business Partner. Requirements: 5+ years HR generalist experience, talent acquisition knowledge, employee relations experience, performance management, HR compliance, ATS proficiency (Workday preferred). Strong coaching and communication skills required.",1,Human Resources
244c061c,R033,J032,"Graphic Designer with 4 years of experience in brand identity and print design. Proficient in Adobe Illustrator, Photoshop, and InDesign. Created visual assets for marketing campaigns, social media, and packaging. Strong typography and colour theory knowledge. Some experience with motion graphics using After Effects.","Senior UX/UI Designer needed. Requirements: Figma proficiency, user research and usability testing experience, responsive design skills, design system experience, accessibility knowledge, portfolio demonstrating end-to-end design process.",1,Design
830b4dce,R021,J039,"Project Manager with 8 years of experience leading software development projects. PMP and Scrum Master certified. Managed cross-functional teams of 15+ members. Proficient in project planning, risk management, stakeholder communication, and budget management. Experienced with Jira, Confluence, and MS Project. Strong background in Agile and Waterfall methodologies. Delivered projects on time and within budget in financial and healthcare domains.","Customer Support Representative. Must have: customer service experience, Zendesk or helpdesk tool proficiency, troubleshooting skills, good written and verbal communication. Phone and chat support experience.",0,Project Management
fbf4470e,R019,J020,"Database Administrator with 6 years of experience managing PostgreSQL, MySQL, and Oracle databases. Expert in query optimisation, index management, and database design. Implemented database replication, backup strategies, and disaster recovery plans. Familiar with MongoDB and Redis for NoSQL use cases. Proficient in PL/SQL and Python scripting for automation. Experience with database performance monitoring tools.","Data Engineer position. Must have: Spark, Airflow, and SQL expertise, data warehouse experience (Snowflake, Redshift, or BigQuery), ETL/ELT pipeline design, Kafka or streaming data experience. Python required.",1,Database Administration
aee81894,R015,J016,"Mobile Developer with 5 years of experience in iOS and Android development. Expert in Swift, SwiftUI, Kotlin, and React Native. Published 6 apps to App Store and Google Play with 100k+ combined downloads. Proficient in RESTful API integration, Core Data, and SQLite for local storage. Experience with push notifications, deep linking, and in-app purchases. Familiar with CI/CD for mobile using Fastlane.","Flutter Developer opening. Requires: Dart and Flutter proficiency, cross-platform mobile app experience, state management knowledge (Bloc or Riverpod), Firebase integration experience, payment gateway integration a plus.",1,Mobile Development
75725094,R027,J003,"Social Media Coordinator with 2 years of experience managing brand social accounts. Proficient in content creation, scheduling, and community management. Familiar with Hootsuite, Buffer, and Canva. Basic knowledge of analytics and A/B testing for social content. Experience with influencer outreach campaigns.","Data Scientist needed with 3+ years of experience in machine learning. Required: Python, scikit-learn, PyTorch or TensorFlow, NLP experience, strong understanding of model evaluation metrics (F1, ROC-AUC, precision, recall), SQL proficiency. PhD or relevant research experience preferred.",0,Marketing
36841be7,R001,J002,"Senior Software Engineer with 6 years of experience in Python, Java, and JavaScript. Proficient in FastAPI, Django, React, and Node.js. Designed and deployed scalable microservices on AWS using Docker and Kubernetes. Strong background in SQL and NoSQL databases including PostgreSQL and MongoDB. Experienced in CI/CD pipelines with GitHub Actions and Jenkins. Contributed to open-source projects and led a team of 5 engineers.","Full-stack Developer position. Must have 3+ years of experience with React, TypeScript, and a Python or Node.js backend framework. REST API design experience required. Agile team experience essential. Exposure to cloud platforms (AWS/GCP) is a plus. Strong testing skills expected.",1,Software Engineering
92763ffd,R027,J027,"Social Media Coordinator with 2 years of experience managing brand social accounts. Proficient in content creation, scheduling, and community management. Familiar with Hootsuite, Buffer, and Canva. Basic knowledge of analytics and A/B testing for social content. Experience with influencer outreach campaigns.","Social Media Coordinator. Must have: social media management experience, content creation skills, scheduling tool proficiency (Hootsuite or Buffer), basic analytics knowledge. Canva or design tool familiarity helpful.",1,Marketing
7155eace,R011,J012,"Machine Learning Engineer with 4 years of experience building and deploying ML systems. Expert in Python, PyTorch, and scikit-learn. Developed recommendation systems, fraud detection models, and NLP pipelines. Experienced in MLOps practices including model versioning with MLflow, A/B testing, and model monitoring. Familiar with Kubeflow and deploying models as REST APIs using FastAPI and Docker.","AI Research Scientist. Required: PhD in CS or related field, deep learning expertise, NLP or computer vision specialisation, publication record preferred, proficiency in Python and PyTorch or TensorFlow, experience with transformer architectures.",1,Machine Learning
fe90ccee,R002,J001,"Full-stack developer with 4 years of experience building web applications using React, TypeScript, and Python Flask. Familiar with REST API design, OAuth2 authentication, and Redis caching. Worked in Agile/Scrum teams using Jira. Deployed applications on Heroku and AWS EC2. Strong problem-solving skills and unit testing experience with pytest.","We are looking for a Senior Software Engineer to join our backend team. Requirements: 5+ years Python and FastAPI experience, strong knowledge of Docker and Kubernetes, experience with MongoDB or PostgreSQL, familiarity with AWS cloud services, CI/CD pipeline experience, and excellent communication skills. Nice to have: React or Vue.js experience, microservices architecture knowledge.",1,Software Engineering
b4ab967a,R012,J012,"AI Research Scientist with PhD in Computer Science. Specialised in deep learning, natural language processing, and computer vision. Published 8 peer-reviewed papers on transformer architectures and multimodal learning. Proficient in Python, TensorFlow, JAX, and Hugging Face Transformers. Experience fine-tuning large language models. Strong mathematical background in linear algebra, calculus, and probability theory.","AI Research Scientist. Required: PhD in CS or related field, deep learning expertise, NLP or computer vision specialisation, publication record preferred, proficiency in Python and PyTorch or TensorFlow, experience with transformer architectures.",1,Machine Learning
d37a62ec,R022,J033,"Junior Project Coordinator with 2 years of experience supporting software delivery. Familiar with Agile/Scrum ceremonies and Jira for task tracking. Assisted in sprint planning, retrospectives, and stakeholder updates. Strong communication and organisational skills. Background in business administration.","Graphic Designer. Must have: Adobe Creative Suite proficiency (Illustrator, Photoshop, InDesign), brand identity experience, strong typography skills, print and digital design experience. Motion graphics a plus.",0,Project Management
4b2ac5ac,R010,J017,"Junior Cloud Engineer with 1.5 years of experience on AWS. Familiar with EC2, S3, RDS, and IAM. Deployed containerised applications using Docker and ECS. Assisted in Terraform configurations for infrastructure provisioning. Completed AWS Cloud Practitioner certification. Basic knowledge of Python and Bash scripting for cloud automation.","QA Engineer. Requirements: automated testing experience with Selenium or Cypress, API testing proficiency, performance testing familiarity, test plan and test case writing skills, ISTQB certification preferred.",0,Cloud Computing
50c2ec54,R036,J018,"Sales Executive with 5 years of experience in B2B SaaS sales. Consistently exceeded quota by 120%+ for 3 consecutive years. Proficient in Salesforce CRM, HubSpot, and outbound prospecting tools (Outreach, Apollo). Experience managing enterprise accounts and conducting product demonstrations. Strong negotiation and relationship-building skills. Background in technical pre-sales.","Manual QA Tester. Required: functional and regression testing experience, defect reporting skills, Jira proficiency, web and mobile application testing. Basic automation knowledge is a plus. Agile testing experience required.",0,Sales
7855cafe,R038,J039,"Customer Success Manager with 4 years of experience managing B2B SaaS accounts. Skilled in onboarding, product adoption, and renewal management. Proficient in Zendesk, Salesforce, and Gainsight. Maintained 95% customer retention rate. Strong communication and problem-solving skills. Experience with NPS surveys and churn analysis.","Customer Support Representative. Must have: customer service experience, Zendesk or helpdesk tool proficiency, troubleshooting skills, good written and verbal communication. Phone and chat support experience.",1,Customer Support
26daf2d2,R009,J016,"Cloud Solutions Architect with 7 years of experience on AWS and Azure. AWS Certified Solutions Architect Professional. Designed multi-region, fault-tolerant architectures handling 10M+ requests/day. Proficient in serverless computing (Lambda, Azure Functions), containerisation (ECS, EKS), and infrastructure-as-code (Terraform, CloudFormation). Led cloud migration projects moving on-premise workloads to AWS.","Flutter Developer opening. Requires: Dart and Flutter proficiency, cross-platform mobile app experience, state management knowledge (Bloc or Riverpod), Firebase integration experience, payment gateway integration a plus.",0,Cloud Computing
0fbf0621,R005,J011,"DevOps Engineer with 5 years of experience automating infrastructure and CI/CD pipelines. Expert in Docker, Kubernetes, Terraform, and Ansible. Managed cloud infrastructure on AWS and GCP including EC2, S3, EKS, and CloudFormation. Implemented monitoring with Prometheus and Grafana. Reduced deployment times by 60% through pipeline automation. Experienced in Linux system administration and shell scripting.","ML Engineer required. Must have: Python, PyTorch, production ML system experience, MLOps practices (MLflow or similar), API deployment experience (FastAPI, Flask), containerisation with Docker. NLP or computer vision background a plus.",0,DevOps
d9e5c6b2,R040,J005,"Mechanical Engineer with 5 years of experience in product design and manufacturing. Proficient in SolidWorks and AutoCAD for 3D modelling and technical drawings. Experience with FEA analysis using ANSYS. Familiar with GD&T, tolerance analysis, and DFM principles. Background in injection moulding and CNC machining. Experience leading supplier qualification processes.","DevOps Engineer required with strong Docker, Kubernetes, and Terraform skills. Must have 4+ years experience with AWS or GCP infrastructure management. CI/CD pipeline design experience essential. Monitoring with Prometheus/Grafana a plus. Linux administration skills required. Python or Bash scripting needed.",0,Engineering
886abedc,R011,J011,"Machine Learning Engineer with 4 years of experience building and deploying ML systems. Expert in Python, PyTorch, and scikit-learn. Developed recommendation systems, fraud detection models, and NLP pipelines. Experienced in MLOps practices including model versioning with MLflow, A/B testing, and model monitoring. Familiar with Kubeflow and deploying models as REST APIs using FastAPI and Docker.","ML Engineer required. Must have: Python, PyTorch, production ML system experience, MLOps practices (MLflow or similar), API deployment experience (FastAPI, Flask), containerisation with Docker. NLP or computer vision background a plus.",1,Machine Learning
89864134,R031,J031,"Recruiter with 3 years of experience in full-cycle recruitment for technology roles. Skilled in LinkedIn Recruiter, Boolean searching, and candidate pipeline management. Experience conducting structured interviews and assessment centre facilitation. Familiar with ATS platforms (Lever, Greenhouse). Background in employer branding.","Technical Recruiter position. Must have: full-cycle recruitment experience, LinkedIn Recruiter proficiency, structured interviewing skills, ATS experience (Greenhouse or Lever), technology role recruiting background.",1,Human Resources
172fe3b2,R037,J036,Inside Sales Representative with 2 years of experience in lead generation and outbound calling. Proficient in Salesforce and ZoomInfo. Experience with cold email campaigns and pipeline management. Met or exceeded monthly activity KPIs. Background in customer service and retail sales.,"B2B Sales Executive. Requirements: 3+ years B2B SaaS sales experience, Salesforce CRM proficiency, quota achievement history, enterprise account management, strong negotiation skills. Technical pre-sales experience valued.",1,Sales
f09a7e82,R029,J001,"Accounts Payable Specialist with 3 years of experience processing invoices, reconciling statements, and managing vendor relationships. Proficient in SAP and QuickBooks. Strong attention to detail and experience with month-end close activities. Basic Excel skills for reporting.","We are looking for a Senior Software Engineer to join our backend team. Requirements: 5+ years Python and FastAPI experience, strong knowledge of Docker and Kubernetes, experience with MongoDB or PostgreSQL, familiarity with AWS cloud services, CI/CD pipeline experience, and excellent communication skills. Nice to have: React or Vue.js experience, microservices architecture knowledge.",0,Finance
544946a1,R008,J007,"Network Security Engineer with 6 years of experience designing and securing enterprise networks. Expert in firewall management, intrusion detection systems, and VPN configuration. Implemented zero-trust architecture for a 2,000-user organization. Familiar with OWASP Top 10 and conducted regular security audits. Holds CISSP certification. Experienced in Python scripting for security automation.","Cybersecurity Analyst role. Required: 3+ years in threat detection and incident response, SIEM tool proficiency (Splunk preferred), penetration testing experience, security certification (Security+, CEH, or equivalent), network security knowledge. NIST framework familiarity a plus.",1,Cybersecurity
0f5e792c,R015,J033,"Mobile Developer with 5 years of experience in iOS and Android development. Expert in Swift, SwiftUI, Kotlin, and React Native. Published 6 apps to App Store and Google Play with 100k+ combined downloads. Proficient in RESTful API integration, Core Data, and SQLite for local storage. Experience with push notifications, deep linking, and in-app purchases. Familiar with CI/CD for mobile using Fastlane.","Graphic Designer. Must have: Adobe Creative Suite proficiency (Illustrator, Photoshop, InDesign), brand identity experience, strong typography skills, print and digital design experience. Motion graphics a plus.",0,Mobile Development
5baf3812,R027,J026,"Social Media Coordinator with 2 years of experience managing brand social accounts. Proficient in content creation, scheduling, and community management. Familiar with Hootsuite, Buffer, and Canva. Basic knowledge of analytics and A/B testing for social content. Experience with influencer outreach campaigns.","Digital Marketing Manager needed. Requirements: SEO/SEM expertise, Google Analytics and Google Ads proficiency, budget management experience, email marketing tools, CRM experience (Salesforce preferred), strong analytical skills.",1,Marketing
63735cde,R025,J038,Health Informatics Specialist with 4 years of experience implementing electronic health record (EHR) systems. Familiar with HL7 FHIR standards and HIPAA compliance. Experience with Epic and Cerner EHR platforms. Background in clinical data management and healthcare analytics. Proficient in Python for health data processing and SQL for clinical database queries.,"Customer Success Manager. Requirements: 3+ years in SaaS customer success, Gainsight or similar CSP experience, renewal management, strong account management and retention skills, data-driven approach to customer health.",0,Healthcare IT
